;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
16123;the-young-and-prodigious-ts-spivet;6;TVJerry;/user/TVJerry;Aug  1, 2015;"[ ""This is the latest from fanciful French director Jean-Pierre Jeunet and it exhibits many of his signature flourishes: quirky characters, rich visuals and momentary flights of fantasy. Spivet is a brilliant 10-year-old boy who invents the perpetual motion machine and travels across the country by himself to receive an award from the Smithsonian. After a setup on his family farm in Montana, the mildly adventurous trip cross country ends up with his celebration in DC. The performances are engaging and the creativity is undeniable, but it sometimes feels more forced than delightful. It's a bit bland and takes too long, but not without some cinematic charm."" ]";0.0;0.0;0.0;0.0;3;2.0
16677;vacation-2015;6;TVJerry;/user/TVJerry;Aug 20, 2015;"[ ""Ed Helms plays adult Rusty Griswold (the son from the original movie), who takes his family cross country to Walley World. Their trip has plenty of mishaps: some of them are genuinely funny and many are gross or crude. The most enjoyable character is actually the young brother (Steele Stebbins), who's a foul-mouth bully (sure, it's an easy joke, but he pulled it off). The first hour is peppy and liberally sprinkled with laugh-out-loud gags. The second half loses some of the comic momentum, but the soundtrack adds musical energy. NOTE: Don't miss the opening montage of hilarious vacation fotos gone bad (actually, the comic highlight of the film)."" ]";0.0;0.0;0.0;0.0;3;2.0
17013;tomorrowland;6;TVJerry;/user/TVJerry;May 27, 2015;"[ ""Disney's theme park attraction is the inspiration for this sci-fi adventure. A teen (Britt Robertson) gains access to a dazzling future world and teams up to save it with an exiled inventor (George Clooney, whose boyhood character looks confusingly like her young brother). The brief visits to this incredible place are full of eye-popping visuals and cool creative concepts, but most of the movie takes place in the present day. When director Brad Bird switches on the action, it's lots of fun (even though there's a surprising body count for Disney). The disjointed plot sometimes loses focus and momentum, especially near the talky end. There's lots here to spark the imagination, but at 130 minutes it's too long to maintain the magic."" ]";5.0;6.0;5.0;1.0;3;2.0
17423;the-age-of-adaline;6;TVJerry;/user/TVJerry;Apr 29, 2015;"[ ""After a freak accident, a 29-year-old woman stops aging. She lives a furtive existence for 80 years, until she meets a man (Michiel Huisman) who ignites her desire to love once again. Everything changes when she visits his parents (Harrison Ford and Kathy Baker). This is a typical frustrated romance with an interesting sci-fi angle (and a stilted, unneeded narration). The performances aren't exceptional, with the exception of Ford who has some genuinely moving moments. As predictable as it is, the film is attractively shot and effectively tells its story."" ]";1.0;2.0;1.0;1.0;3;2.0
17525;dior-and-i;6;TVJerry;/user/TVJerry;May 10, 2015;"[ ""Belgian designer Raf Simons was hired by the fashion house of Chirstian Dior to head its haute couture line. This film follows his efforts to create his first collection. Since his design style isn't as personality-driven as some more egocentric names, a lot of time is spent with the staff that actually creates the garments. If you're into the fashion world, this offers another behind-the-scenes peek, but it's not as fascinating or revealing as other docs on the subject. A lot of what ends up in the show (presented in an marvelous flower-covered mansion) is never shown in the process. There are also some slightly-arty flashbacks to the musings of the titular designer and his early influence. The only genuine insight into Simons was in the vulnerable moments before and during the show. (Criterion Cinema only)"" ]";0.0;0.0;0.0;0.0;3;2.0
17827;two-days-one-night;6;TVJerry;/user/TVJerry;Jan 31, 2015;"[ ""On Friday afternoon, a factory worker (Marion Cotillard) is told that she'll be laid off on Monday if her colleagues vote for their bonuses instead of her. She has the weekend to visit each of them and state her case. To complicate matters, she's recovering from a serious depression. Each encounter adds a layer of humanity to her plight, but the drama is diluted by so much footage of her walking from house to house. Although it's never dull, the pace is deliberate and the emotions are often underplayed. Cotillard (nominated for an Oscar), is convincing, but the brilliance of her performance eludes me. This will be best appreciated by those who enjoy a quiet character study in the foreign film style."" ]";1.0;2.0;1.0;1.0;3;2.0
17996;aloha;6;TVJerry;/user/TVJerry;Jun  1, 2015;"[ ""Bradley Cooper plays a military contractor who returns to Hawaii, where he reconnects with his ex (Rachel McAdams) and immediately falls for his assistant/officer (Emma Stone). There's no denying that writer/director Cameron Crowe has a wonderful way with words, but his focus is scattered. The story is sometimes confusing and the action sometimes seems unmotivated. What's undeniable is that every performance is terrific: the characters are engaging and there's dynamic energy between all of the actors. The film starts out with a snappy attitude and plenty of promise, but the screenplay gets lost and ultimately turns mushy (that last scene especially)."" ]";2.0;3.0;2.0;1.0;3;2.0
18074;citizenfour;6;TVJerry;/user/TVJerry;Nov 10, 2014;"[ ""The majority of my real job is editing people talking and the maximum length of my videos is usually 2 minutes. This doc is almost 2 hours and I could have easily edited it down to a tight hour or an interesting 90 minutes. The most extraordinary thing about this film is the footage of Edward Snowden in a Hong Kong hotel, as he prepares for the release of the famous NSA documents. Filmmaker Laura Poitras offers an absorbing glimpse into the man and his motives. Unfortunately, in an attempt to add miniscule moments of insight (which they usually didn't) and arty cinematic touches (which they usually weren't) almost every shot is held too long and the details are just dull. Even with the ominous drone in the soundtrack, the potential tension never materializes. Poitras' exclusive peek is fascinating, but she could have used a more judicious hand in the edit."" ]";0.0;1.0;0.0;1.0;3;2.0
18177;child-44;6;TVJerry;/user/TVJerry;Apr 22, 2015;"[ ""Although it's set in the paranoid nightmare of 50's Russia, this is basically a murder mystery. Tom Hardy plays a secret police agent who sets out to track down a serial killer, but since \""there is no murder in paradise, he encounters barriers from the political regime. It obviously adapted from a novel, because there's a sprawl and scope to the story that veers away from the primary plot. Sometimes these detours confuse matters and muddy the focus. At other times, the convenient coincidences strain believability. While the creation of the era's mistrustful denouncements and grim conditions is captivating, the rambling narrative dilutes the dramatic power."" ]";1.0;2.0;1.0;1.0;3;2.0
18553;the-divergent-series-insurgent;6;TVJerry;/user/TVJerry;Mar 23, 2015;"[ ""Like so many YA series, the 2nd episode spends more time advancing plot than adding much action. Shailene Woodley and Theo James are back leading the revolution in their oppressive post-apocalyptic world. There's lots of drama and discussion sprinkled with a bit of uninspired action, until the \""sims\"" begin. At least they offer some splashy visuals. Other than that, there's little new or cool about this sci fi world. Those dedicated to the books will want to continue for continuity. Otherwise, it's not worth much."" ]";4.0;6.0;4.0;2.0;3;2.0
18692;5-flights-up;6;TVJerry;/user/TVJerry;May 11, 2015;"[ ""Morgan Freeman and Diane Keaton play a couple who are ready to sell their 5th floor walkup. When they moved into the Brooklyn neighborhood 40 years ago, it was sketchy, but now it's hot. We visit their open house (and the snotty NYC stereotypes that show up), enjoy flashbacks to earlier years, worry about their sick dog and go on their search for a new place. The duo has lots of dialogue, mostly revolving around their relationship. The film is sweet and they give agreeable performances, but they never felt really connected to each other. Still, it presents some interesting observations about aging and New York real estate."" ]";0.0;0.0;0.0;0.0;3;2.0
18727;the-water-diviner;6;TVJerry;/user/TVJerry;Apr 30, 2015;"[ ""Russell Crowe (who also makes his directing debut) plays an Australian farmer who travels to Turkey to find his 3 sons, who go missing after the Battle of Gallipoli. While his search is the driving force in the film, his encounters with the country's culture add a interesting second layer. This event in the early 1900s isn't well known to most of us, so the conflicts with the occupying countries add yet another level. The challenges that this complexity presents have been met with Crowe's heavy directorial hand. The drama is compelling, but occasionally over the top and other times tasteful. The sometimes abrupt editing and forceful soundtrack are more a distraction than an asset. A bit too ambitious for a first effort, but not bad."" ]";0.0;0.0;0.0;0.0;3;2.0
